accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,label
3.555,1.25595,9.20895,-63.75015,-28.49534,-113.69775,non-fall
1.19595,2.706,8.466,-19.02578,-14.35402,-61.19762,non-fall
1.90305,1.73205,10.48995,0.71691,-31.36299,-56.2974,non-fall
2.226,2.99595,9.285,-3.62396,5.38867,-68.34312,non-fall
1.15995,4.15005,6.858,-13.98375,23.02789,-50.83783,non-fall
1.41195,2.92695,10.01295,-74.03904,10.49372,-22.13766,non-fall
-1.29495,2.706,9.63,16.26054,22.67337,12.22692,non-fall
-0.20595,2.94795,8.96205,12.54992,32.33201,8.47691,non-fall
1.84005,3.81,10.19505,11.36032,7.48426,-3.2852,non-fall
0.81795,3.03705,8.313,-17.61559,-17.92284,-19.30939,non-fall
2.427,2.44305,9.45105,9.25685,19.30939,9.95013,non-fall
2.29305,3.60195,6.98895,-12.65234,34.22277,-11.95906,non-fall
3.258,3.54195,10.12605,-21.96434,36.95649,-25.28892,non-fall
0.15,2.41905,8.091,12.40812,29.04681,48.06471,non-fall
1.99395,2.12505,8.82795,3.30883,2.45011,5.71955,non-fall
4.43295,2.046,9.831,-27.42391,-1.68593,-42.30577,non-fall
2.70495,2.24895,7.64505,-39.8793,-25.34407,-47.76534,non-fall
-0.213,1.485,9.40995,29.48799,32.68653,18.73429,non-fall
0.03495,1.785,9.82605,44.39349,29.74797,34.41972,non-fall
0.93495,1.60005,7.16595,62.59993,45.00798,55.13931,non-fall
1.77105,3.17295,8.36595,-9.35927,13.29835,-21.16076,non-fall
3.23595,3.13005,10.83405,11.91967,37.58675,-16.40235,non-fall
1.443,3.75,11.35905,-15.87451,24.63504,-25.2259,non-fall
1.95,3.79305,7.00605,-6.07407,17.2847,-37.26374,non-fall
0.66195,5.59605,8.13795,-9.22534,6.64918,-35.30208,non-fall
-0.01905,3.243,11.17395,6.03468,45.35462,26.36823,non-fall
0.76995,2.838,9.94905,7.43699,12.17177,35.07361,non-fall
0.669,4.19805,7.806,14.44068,6.99581,-1.74108,non-fall
3.21195,4.224,5.88795,-4.94749,-2.03257,-28.34565,non-fall
2.00295,2.91495,7.272,-0.81933,14.13344,-26.17128,non-fall
0.909,4.236,7.458,-18.11191,11.26578,-41.5731,non-fall
-2.45895,4.95705,15.22305,2.96219,-5.25474,18.55309,non-fall
0.71505,3.978,8.73495,7.01945,16.29993,1.75683,non-fall
2.90805,4.095,10.74795,8.98111,14.13344,-11.47061,non-fall
3.04905,3.714,9.51495,15.00003,12.80203,-11.54152,non-fall
1.33995,3.89595,6.36705,-40.50955,1.46534,-33.93916,non-fall
0.54705,3.55605,9.70395,2.19013,27.7863,9.312,non-fall
1.5,4.689,9.111,-21.46801,-6.86976,-17.63134,non-fall
-0.189,3.81,10.02,-27.06939,15.39394,1.05567,non-fall
1.302,3.37695,9.22305,56.85675,-23.17758,52.29529,non-fall
3.09705,3.54705,4.815,7.30306,-31.29209,40.74589,non-fall
10.79295,-4.593,1.29105,-40.72226,-150.50456,182.4269,non-fall
12.19305,-5.871,5.232,-55.91137,22.88608,142.17732,non-fall
10.038,-4.28895,0.80505,60.43344,-25.20226,96.53121,non-fall
11.64195,-7.035,1.39395,-64.93975,72.72339,-110.23923,non-fall
6.62205,-6.31905,3.051,49.64822,2.93068,-81.05061,non-fall
5.64705,-6.73995,0.15795,-17.75739,20.43597,-36.11353,non-fall
9.387,-7.43205,3.07005,-159.99774,17.48954,39.41449,non-fall
7.488,-4.44195,2.48295,-144.73773,74.33053,27.51845,non-fall
9.93495,-3.00795,3.714,-64.30949,61.03218,30.03946,non-fall
13.00995,-1.96605,1.782,41.17919,28.40868,-29.39345,non-fall
11.496,-6.23805,2.598,-3.68698,79.6483,-176.80975,non-fall
4.06695,-3.52005,2.778,3.73425,57.60518,-103.73186,non-fall
6.92595,1.69605,7.06605,-71.80164,19.24637,-104.56695,non-fall
3.05205,2.082,7.674,-30.22066,-60.20498,-138.79759,non-fall
2.10795,2.36205,7.94205,-53.53217,-34.37246,-103.66096,non-fall
3.729,3.50895,8.361,-35.60933,-9.10716,-84.54852,non-fall
2.41995,5.20395,9.17805,-2.42648,18.96276,-32.54472,non-fall
0.49905,4.212,8.41605,-5.01839,4.82144,14.07829,non-fall
-1.566,4.371,6.61605,-11.95118,48.29318,-12.24267,non-fall
0.03705,4.098,9.92205,-6.2789,25.47012,-11.47061,non-fall
2.25405,4.66005,8.304,8.06725,-7.77575,16.24479,non-fall
1.91895,2.65095,11.742,22.83881,72.02222,-5.45169,non-fall
2.436,2.91,11.37795,-29.03106,42.6918,-0.06303,non-fall
1.974,3.693,7.482,1.00053,28.41656,61.32367,non-fall
-2.193,4.27005,10.60695,11.99057,30.72486,39.27267,non-fall
2.77605,2.98395,8.481,22.56308,26.17128,43.26691,non-fall
2.94405,4.30095,6.15405,29.97644,-7.0746,-3.98635,non-fall
2.18505,3.82695,8.715,-53.46126,-29.1965,-49.55369,non-fall
1.191,3.85605,10.52295,-34.0652,-6.79886,-59.77168,non-fall
-0.768,5.02395,8.526,-3.68698,6.99581,-4.89234,non-fall
-0.069,2.91705,9.68295,-18.87609,51.30264,31.29209,non-fall
1.56495,3.279,12.111,-14.60613,-9.80832,-31.28421,non-fall
-1.29,2.22795,12.97695,-15.93754,42.55,21.98797,non-fall
1.227,3.40605,7.494,8.7684,-8.12239,3.78152,non-fall
1.416,4.392,7.46805,8.20905,16.0951,9.3829,non-fall
0.102,5.865,9.70695,24.45384,49.7664,38.5085,non-fall
0.11595,3.288,11.253,37.12193,22.74428,37.45282,non-fall
-0.84,3.51795,10.22895,24.45384,31.77266,41.37614,non-fall
2.106,4.512,10.36995,25.35983,15.0473,9.3829,non-fall
2.36505,4.18605,8.70405,4.78205,14.62188,-3.21429,non-fall
1.30605,4.87095,7.461,-21.12137,11.47061,-4.61661,non-fall
0.066,5.26395,10.97805,2.60767,33.80523,-6.36556,non-fall
-1.305,3.68595,7.755,7.43699,36.81469,57.40034,non-fall
0.813,3.849,9.51,19.1991,21.97222,22.33461,non-fall
0.79395,4.07595,7.61595,-15.23638,3.07249,33.95491,non-fall
0.78195,4.64295,7.54905,0.92962,28.20385,0.28361,non-fall
-0.24195,4.452,10.15395,-26.43914,3.07249,14.56674,non-fall
-0.52395,4.24095,8.51205,2.40284,-1.82774,18.7658,non-fall
-0.24705,4.62,8.41095,-1.23687,-3.43488,4.82932,non-fall
1.407,3.54405,6.68805,-13.97587,7.83878,-12.38448,non-fall
2.511,4.11705,8.85705,-24.69018,-7.70485,-23.30363,non-fall
0.219,4.45395,7.89405,-3.68698,18.61611,4.55358,non-fall
1.72095,3.975,10.87005,-13.06988,9.16231,-1.60715,non-fall
0.258,2.65095,9.252,5.97165,6.85401,36.61773,non-fall
1.91505,3.12795,9.903,-19.37242,-10.22586,5.67228,non-fall
2.073,0.89205,10.94505,-85.23392,14.55886,-46.82784,non-fall
1.34205,4.335,7.815,5.48321,-2.80463,-21.34196,non-fall
2.57805,2.46,10.71705,-42.1167,6.57827,-23.16182,non-fall
2.07,1.32,9.40305,-3.12763,1.67805,-49.34098,non-fall
2.71395,1.074,10.59705,-5.0893,-32.90711,-100.9351,non-fall
3.954,2.16495,8.577,-3.05673,8.11452,-38.0752,non-fall
0.468,-3.37905,14.004,-114.2177,81.40513,-234.28101,non-fall
-0.84795,-2.26995,8.40705,-67.5947,1.46534,-131.24243,non-fall
-0.60105,-1.509,8.36595,31.52056,14.9764,-137.12743,non-fall
-2.57895,0.92805,8.75595,13.46379,48.7186,-53.82366,non-fall
-1.09395,-0.822,11.14305,110.19984,-88.76334,0.98477,non-fall
-1.03695,1.54005,8.76795,33.34042,-16.73323,-81.75176,non-fall
-1.29795,3.537,7.90605,0.09454,-26.60458,-32.68653,non-fall
1.689,3.98295,9.40305,-8.16966,-40.04473,-49.62459,non-fall
0.34095,1.47795,7.86105,-68.02012,-36.40502,10.4307,non-fall
1.50495,3.705,7.80795,1.48897,43.25903,-12.94383,non-fall
0.24795,3.32895,11.32995,29.28316,14.62188,24.08356,non-fall
-0.735,2.21295,9.17505,6.18436,15.60665,56.35255,non-fall
3.25305,1.59795,9.94905,-36.38139,20.22326,4.62449,non-fall
4.632,0.66705,10.29795,-22.24007,37.72855,-26.5258,non-fall
2.64,2.56995,7.56105,-8.87082,27.7154,-31.28421,non-fall
0.114,3.882,11.34195,-5.50684,-5.32564,28.00689,non-fall
0.16905,-0.28995,9.28095,-0.04727,23.86297,81.97236,non-fall
1.03095,1.98105,7.152,-9.43017,21.62558,11.97482,non-fall
3.13995,0.74805,9.14595,-23.84722,18.89185,-49.48278,non-fall
4.09095,0.62295,6.10305,5.97165,-22.40552,-63.41139,non-fall
-0.069,4.37505,13.38705,6.94855,4.61661,-15.33092,non-fall
2.99205,2.37105,9.08895,-7.3267,7.48426,-80.35733,non-fall
0.729,2.15595,7.461,23.39816,3.427,44.38561,non-fall
1.32795,3.45405,8.553,24.02842,23.16182,-0.83509,non-fall
1.55805,3.21195,12.68505,-36.09777,6.36556,-16.0951,non-fall
2.61795,3.99195,7.38405,-17.41076,13.01474,-22.88608,non-fall
1.70895,5.33505,7.55895,0.15756,40.59621,-5.03415,non-fall
-0.47895,3.88905,8.80395,-28.4008,43.25115,10.22586,non-fall
1.242,1.72995,9.00795,12.20328,8.95748,6.16073,non-fall
-0.318,3.35805,7.40805,2.60767,8.39813,-31.56783,non-fall
-1.61805,4.69905,8.955,-19.78996,-29.33043,-54.80843,non-fall
-1.91505,5.556,7.73595,22.76791,-16.94594,-27.36876,non-fall
0.52605,4.629,7.87005,31.59146,-14.77157,-7.13762,non-fall
1.098,4.10505,9.36195,-14.04678,-2.87553,-30.51215,non-fall
-0.048,3.63105,8.53605,-7.53941,1.53624,2.87553,non-fall
-0.285,3.11595,10.69995,17.23744,11.82513,13.37713,non-fall
-0.45195,2.898,8.313,11.99057,9.30412,-16.93806,non-fall
0.88005,2.75895,10.13295,-1.30778,-4.13604,-40.17867,non-fall
2.50395,1.581,8.37105,32.99377,-18.34038,-22.74428,non-fall
2.60595,2.65395,8.115,-4.24633,18.3325,-36.32624,non-fall
1.34205,3.43695,9.37395,-4.17543,4.61661,-48.99434,non-fall
1.32795,3.882,12.58695,-5.36503,-22.96486,-14.41705,non-fall
-0.97695,2.28495,9.93705,-5.01839,-40.39138,9.72954,non-fall
-0.26595,1.77495,10.19505,12.40812,23.51634,-6.50737,non-fall
1.974,3.79605,9.44595,-19.0888,20.50688,-0.41754,non-fall
1.713,2.24205,9.38805,8.06725,-2.87553,-33.80523,non-fall
2.14695,2.754,6.58695,-24.83199,-35.56206,-26.45489,non-fall
1.053,2.92395,8.64795,7.23216,18.96276,-14.20434,non-fall
0.042,2.58,8.37795,2.74948,27.22695,-56.13196,non-fall
1.728,4.203,9.11505,22.90972,30.09461,-7.41336,non-fall
0.543,2.529,9.012,-22.38188,-16.5284,-94.21503,non-fall
-0.675,2.19405,10.37505,-1.16597,-31.64661,-90.57532,non-fall
0.37995,0.99,10.26,-0.11817,-32.97014,-127.67361,non-fall
1.098,2.283,9.099,-33.50586,-22.47642,-112.76812,non-fall
1.44795,3.44205,9.56805,-37.50009,-26.81729,-68.24071,non-fall
1.55805,3.72195,7.60695,-3.19854,26.03735,-27.85721,non-fall
1.761,2.77605,12.87705,-27.1403,-1.40231,-30.72486,non-fall
-0.91695,1.98795,8.68005,16.9617,48.01744,-61.73334,non-fall
-1.75995,3.13695,8.12895,-9.7059,16.44174,-50.04213,non-fall
-0.16305,4.06605,9.36195,-15.51999,-15.05518,-24.07569,non-fall
-1.21395,4.488,8.72505,-8.5163,-16.03207,-28.41656,non-fall
-0.189,2.493,13.12095,-25.87979,8.88658,-5.31776,non-fall
2.87895,2.70405,7.47,7.93332,-2.03257,0.21271,non-fall
3.84,3.267,9.213,-17.12714,15.74846,-11.12398,non-fall
0.79905,4.28205,10.72905,8.20905,50.32575,13.02261,non-fall
-0.63195,3.25995,10.31505,8.56357,47.4581,54.04424,non-fall
0.62205,2.616,10.58805,30.26005,40.24169,58.1015,non-fall
1.053,3.633,8.24895,14.78732,50.39665,27.79418,non-fall
4.749,3.525,7.356,-3.61608,21.90131,11.13185,non-fall
2.7,2.37795,9.09405,-12.99898,40.4544,-16.58355,non-fall
1.18905,4.002,7.581,-11.73847,12.52629,17.78103,non-fall
-0.282,2.376,9.249,12.54992,49.06524,34.09672,non-fall
0.89505,1.10505,8.598,41.88035,30.93757,72.87307,non-fall
1.34895,3.849,6.28995,-12.71537,-12.67597,13.72377,non-fall
0.44205,3.46305,11.589,25.71435,43.18813,14.42493,non-fall
-0.12405,4.04295,9.66405,-5.79045,32.61562,-0.34664,non-fall
1.37805,2.256,8.14995,1.55988,20.43597,15.96117,non-fall
1.05495,3.34305,9.40005,24.87138,61.03218,14.98428,non-fall
-2.26695,3.08205,7.81305,-2.71009,24.42233,-0.97689,non-fall
0.55695,2.36895,8.76795,-51.4996,2.51314,-57.88092,non-fall
-0.096,4.155,10.19505,13.88134,-4.9081,-12.24267,non-fall
-2.478,2.352,10.43895,18.78156,31.28421,64.47495,non-fall
0.80595,2.29695,7.54905,27.59723,5.17596,54.11515,non-fall
3.13305,2.78805,9.501,11.57303,31.00847,-19.94753,non-fall
0.28605,1.43805,12.24495,-54.36725,-39.13087,-22.60247,non-fall
2.45805,4.41105,8.124,-13.21169,3.77364,0.91387,non-fall
0.64605,4.73895,11.90205,17.79679,-16.4575,0.21271,non-fall
0.29805,3.05805,8.95305,37.26374,42.34516,80.57792,non-fall
3.35295,2.63505,8.13795,9.8871,-3.08824,-6.99581,non-fall
1.812,3.56805,6.94395,20.18387,27.36088,24.78472,non-fall
3.61395,2.709,8.538,-29.10196,61.80424,-46.61513,non-fall
1.07895,4.01595,7.38195,-11.80938,19.5221,-32.82833,non-fall
3.55695,3.906,8.22195,-7.88605,-10.5725,-5.80621,non-fall
0.31005,3.68295,13.722,2.40284,22.74428,-37.1692,non-fall
-0.05295,2.44095,8.16495,4.64024,25.4071,39.27267,non-fall
0.83505,3.32205,9.24705,12.13238,22.53156,12.53417,non-fall
1.30395,2.75895,11.016,-5.0893,12.03784,-27.92811,non-fall
2.62995,2.46,8.65305,-5.1602,11.61242,-25.12348,non-fall
1.476,3.37905,8.09505,-13.21169,30.86667,-29.39345,non-fall
-0.23505,4.11405,12.85305,6.87764,21.34196,-8.88658,non-fall
0.89505,1.58595,7.71,59.66138,8.32722,35.49115,non-fall
1.50495,3.24795,7.506,-26.85668,-22.26371,-86.51018,non-fall
0.42495,1.215,9.07905,-41.48644,-40.25745,-111.42883,non-fall
2.238,1.44705,9.22995,-20.56202,-22.051,-101.42355,non-fall
1.16295,1.13595,11.19405,-83.41406,-71.39986,-151.96201,non-fall
2.19705,2.367,7.68405,-29.4486,1.1187,-82.52383,non-fall
1.37295,2.35695,7.47,22.49217,-6.0977,-14.06253,non-fall
1.335,2.553,10.19505,31.59146,4.89234,-43.04632,non-fall
0.22395,3.04605,10.42695,-7.25579,-6.93279,-48.57679,non-fall
0.83205,3.20895,9.96795,-9.01263,0.34664,-56.34467,non-fall
0.56895,3.50895,10.878,10.02891,-47.46597,-32.47382,non-fall
1.51005,2.067,7.57605,13.25108,16.0951,-11.26578,non-fall
2.63805,2.079,7.875,-19.86086,39.4066,-30.37822,non-fall
1.39005,4.00695,9.30705,-24.13083,52.0747,-50.60148,non-fall
-0.92205,3.846,12.228,28.15658,8.67386,-18.4034,non-fall
-0.97005,3.159,6.477,28.29839,18.12767,68.11465,non-fall
1.383,3.96795,8.007,-2.9228,42.7627,14.63764,non-fall
1.58205,3.18495,6.05505,-26.0216,15.88239,-17.00897,non-fall
3.40905,2.20095,6.075,8.56357,23.16182,-8.25632,non-fall
1.10505,2.11995,7.65195,-40.09201,-13.30623,-63.5532,non-fall
-1.00095,3.738,15.57495,-24.61928,-4.27785,-25.75374,non-fall
-1.55595,1.60305,11.78295,71.28168,26.5967,60.83522,non-fall
2.01495,1.572,6.13695,45.03162,27.43179,41.86459,non-fall
5.01795,0.822,6.74295,-49.32522,7.06672,-9.16231,non-fall
4.194,-0.78795,8.60295,-17.05624,18.05676,-17.42651,non-fall
1.536,0.50895,8.39895,-73.26698,25.26529,-133.06229,non-fall
-0.64395,1.36095,17.12205,25.99008,-58.73175,-2.86765,non-fall
2.463,-0.52995,5.92605,142.81546,-22.82306,119.42517,non-fall
4.464,0.906,8.84505,50.76693,69.99754,21.70436,non-fall
5.95095,0.22605,7.64505,-14.04678,33.87613,-3.427,non-fall
5.53695,-0.477,4.63995,-75.08684,19.03366,-49.97123,non-fall
1.82595,-1.815,8.66295,-94.34108,-22.1219,-146.28973,non-fall
4.08405,-1.33605,9.096,71.21078,-77.42665,51.87775,non-fall
8.83605,-2.349,3.72795,83.46133,-194.18114,78.75018,non-fall
9.27195,-6.192,1.26405,-30.78001,1.25263,100.80118,non-fall
7.44495,-3.156,2.68905,-47.71807,44.93708,27.65238,non-fall
5.47005,-3.22995,2.07405,-78.93926,129.07593,-28.62139,non-fall
11.81205,-3.132,4.19295,28.44019,28.48746,27.30573,non-fall
10.16805,-4.854,5.052,140.79077,-32.5526,-74.05479,non-fall
7.725,-3.609,5.469,54.20181,61.17399,-106.95403,non-fall
8.166,-1.04205,4.51395,17.86769,48.01744,-80.14462,non-fall
7.75905,3.528,5.88105,23.32726,87.14043,-29.53526,non-fall
3.19995,4.371,6.735,-7.05096,85.87993,-49.27007,non-fall
-1.17795,3.99495,8.862,-7.12187,37.23223,-19.10456,non-fall
-1.31205,4.62405,8.09295,13.95224,-14.21222,-4.68751,non-fall
1.33995,3.963,10.42995,-7.25579,39.4066,-5.38867,non-fall
0.57405,4.806,7.911,-0.74843,64.8137,-12.45539,non-fall
16.90995,-0.92895,-21.14505,-368.1705,-252.62927,56.77797,fall
13.81395,-1.293,8.33505,-386.30606,-64.26223,4.55358,fall
9.64995,1.75095,4.767,-263.24118,-17.08775,-2.37133,fall
4.572,5.56995,0.687,-34.20701,22.25583,48.58467,fall
47.562,-22.464,-10.46895,-968.47919,-304.01068,-2.30043,fall
3.90705,-19.095,-54.50505,-766.04962,-130.62793,656.73993,fall
43.21605,-11.36895,-35.70495,-677.77472,-301.00122,224.70114,fall
23.82705,-2.17905,-23.62605,-533.79327,-694.11401,465.71011,fall
25.17495,-8.34495,-40.96695,-489.061,-548.73029,380.52347,fall
-22.63995,-41.53905,-33.75795,-425.98837,145.38374,1145.32825,fall
1.60995,1.002,-58.70205,-655.51886,-282.66086,372.05444,fall
-4.60695,8.57205,-28.22295,-217.82352,-184.38068,208.36183,fall
-2.40105,-3.29295,-15.18795,-447.62973,-150.56757,281.4476,fall
23.59005,-2.91,-7.48095,-541.34845,36.81469,68.46917,fall
-9.43305,2.47395,-35.85795,-75.44135,-90.02385,98.9183,fall
15.282,3.468,-14.28495,-449.5126,36.88559,113.68987,fall
11.14695,1.37505,-16.01205,-433.55142,31.28421,111.5155,fall
8.109,4.67205,-11.58,-455.18491,125.98769,155.96411,fall
18.25305,3.027,-10.75395,-531.47705,124.09693,85.96658,fall
12.49995,4.335,-11.187,-474.50214,18.96276,93.52963,fall
-1.623,2.94105,4.779,-5.51472,42.83361,-10.31252,fall
-22.839,-1.96395,32.10795,-428.86392,258.14398,-120.40995,fall
-2.98095,1.13295,-13.07895,-211.45007,98.34319,-71.06109,fall
2.02695,-0.52005,-13.72305,-203.95793,153.28555,-50.2706,fall
1.13895,-1.09905,-23.52705,-299.29953,208.51939,-110.6804,fall
-4.27395,-1.29105,-8.21595,-308.54062,278.30423,-137.63162,fall
-16.815,3.87705,8.11005,-265.21069,251.00636,-143.92628,fall
-11.74905,6.61395,10.10895,-61.58365,11.25791,-26.88819,fall
54.04995,-30.46095,-68.14005,-73.41666,272.00955,-270.34729,fall
35.57805,1.60305,36.81705,-143.83176,28.13294,190.10811,fall
-0.09105,9.76005,54.942,-38.41395,234.13921,-9.59561,fall
6.30795,-3.85005,5.10195,200.49155,95.82218,53.74487,fall
23.18505,-10.911,58.26495,-206.62074,-199.15225,165.6779,fall
13.54095,-28.14105,16.03995,-424.17642,-480.75739,-213.23055,fall
-0.69195,6.15405,32.60805,80.02644,156.23198,-72.10889,fall
22.086,-21.81705,20.79195,-530.08264,-559.86212,3.70274,fall
24.375,-21.72405,23.50695,-356.14053,-226.24527,111.08219,fall
10.83105,-9.63,18.822,200.34973,91.4104,-36.75954,fall
4.941,-13.047,2.69595,312.77121,87.77069,72.78641,fall
0.555,-4.152,-10.96695,-111.07431,-25.62769,51.01903,fall
22.11795,-44.16105,6.49605,-495.64716,-181.93846,269.34674,fall
64.80795,-9.228,54.77205,501.55582,-502.73749,438.2547,fall
36.60495,-35.49795,-1.48605,-469.74374,-163.38536,741.83997,fall
7.563,-17.946,-40.443,-427.32767,-210.42592,558.44409,fall
21.43005,-10.83,-52.63995,-709.07465,-227.6476,277.8158,fall
35.88495,-29.907,-31.99395,-704.24536,-433.44113,193.3224,fall
-0.627,7.65795,8.016,171.30292,58.72388,140.12901,fall
3.48,11.31405,22.404,-874.97314,-251.37665,-118.59009,fall
29.05095,-7.64295,-51.993,-946.29419,-246.75214,59.34625,fall
41.17095,-16.13805,17.30595,-728.95129,-131.18729,8.66599,fall
57.71295,-39.66405,-10.74195,-897.44165,-937.28949,438.04199,fall
-8.25795,11.17005,3.33105,-44.29107,-67.4135,144.46201,fall
-41.268,-46.668,30.25905,-509.08734,639.0141,-579.39209,fall
-25.044,-72.315,7.46805,-430.89648,520.08527,-622.65112,fall
0.86595,-52.50495,-66.34905,-414.79352,486.13034,-337.26443,fall
-12.73995,-65.412,-40.632,-685.34558,400.59705,-228.83719,fall
16.857,-67.61295,-47.118,-618.34967,407.17529,-581.14105,fall
-9.108,6.624,6.453,41.59674,-166.46573,227.62395,fall
20.50605,-76.785,-72.61305,-844.58704,500.97278,-95.704,fall
-31.092,-58.41405,36.62805,-747.50439,703.62299,-147.6369,fall
10.668,-37.60005,-24.37005,-101.69141,298.18872,-468.09717,fall
-4.08195,1.27905,7.389,85.90356,-1.40231,177.84969,fall
6.957,-6.369,12.14205,172.00407,67.47652,237.21169,fall
11.451,-8.17695,13.581,177.53455,79.7901,102.25076,fall
6.021,0.41505,-12.633,20.52263,38.28003,-4.56934,fall
6.82005,-23.34495,36.67395,-255.26846,-105.21296,-170.25513,fall
39.74895,-67.914,78.291,-844.65796,-634.82294,-128.67413,fall
33.22695,-70.05495,43.677,-1016.01599,-208.25154,-218.20955,fall
45.34005,-69.72705,28.25805,-1102.74683,-131.25031,-102.99131,fall
40.31895,-69.10201,30.30495,-901.35718,-686.90552,215.36552,fall
58.97805,-66.37995,-19.08795,-1023.36639,-324.24185,60.03953,fall
1.19895,-77.94601,-20.56995,-393.72729,-221.76259,899.81299,fall
-4.09905,-44.95995,-49.04805,-747.57532,-123.12791,805.03864,fall
18.72195,-78.16006,-39.31305,-1207.88098,-913.41864,749.17456,fall
20.65695,-8.66295,-32.20905,-726.0127,23.16182,59.40928,fall
15.945,-3.22095,-11.058,-391.83655,67.40562,37.50009,fall
12.01095,-41.45295,-53.21895,-1111.77515,-418.74048,623.66742,fall
32.67195,-61.491,-3.88695,-1169.73486,-234.3598,327.08585,fall
-3.73995,0.453,-20.76195,-136.26869,-175.49409,57.24278,fall
-26.02095,-78.16006,-29.547,-844.51617,466.88397,-777.28381,fall
-37.03995,-49.61205,44.457,-942.66235,666.73737,-342.94458,fall
-78.456,9.19995,13.27695,-274.65665,-201.24785,-176.9752,fall
-6.16005,10.37505,6.735,-238.40128,-271.67081,274.02637,fall
-59.04795,-70.44795,-57.093,-1569.15015,511.05688,-268.10986,fall
-34.17105,-37.011,36.03405,-510.76538,795.88422,-314.73288,fall
-47.81595,-25.63395,-5.946,-844.38226,431.47159,-386.13272,fall
-48.78405,-4.97295,15.024,-819.8811,329.06326,-169.27823,fall
0.792,1.14105,-0.40605,-242.45854,-55.37565,1.31565,fall
-4.17105,2.103,-3.77895,-151.67053,-96.46819,66.62568,fall
2.142,-2.47095,-8.889,359.0397,-73.43242,-39.56417,fall
0.126,-2.44005,-0.114,251.10089,-69.44607,33.65554,fall
0.22395,-1.76505,0.096,317.60052,128.09116,33.02529,fall
0.27705,-3.099,-0.516,327.54279,-47.39507,12.66022,fall
-12.963,-9.81,-28.752,-127.52393,-14.07829,268.57468,fall
0.30105,-6.51495,-3.25005,508.63037,68.80006,-116.77023,fall
49.008,-11.95995,-20.43405,-724.7995,-212.11183,272.29318,fall
39.20595,-18.97305,-13.27005,-932.83826,79.15197,54.10727,fall